id,client,p1,p2,p3,date,type,influencer,referer,clientId,influencerId
1000364,c12,17470,9448,2352,2020-06-10,Order,c46,Pinterest,12,46
1000365,c30,12221,17984,12055,2020-03-13,Order,c52,Snapchat,30,52
1000366,c13,15553,7815,19128,2020-12-09,Order,c15,TikTok,13,15
1000367,c24,3433,12684,9337,2020-04-08,Order,c44,Pinterest,24,44
1000368,c85,19094,1948,4557,2020-09-17,Order,c41,Facebook,85,41
1000369,c40,11312,15620,7519,2020-12-16,Order,c32,Pinterest,40,32
1000370,c40,1163,16194,1154,2020-02-02,Order,c62,Instagram,40,62
1000371,c25,15977,11658,5645,2020-08-08,Order,c17,Twitter,25,17
1000372,c30,3291,16021,4809,2020-07-22,Order,c37,Facebook,30,37
1000373,c94,2776,1858,15530,2020-12-23,Order,c57,Snapchat,94,57
1000374,c34,13394,10278,16807,2020-11-04,Order,c60,Youtube,34,60
1000375,c52,3856,15011,2223,2020-03-18,Order,c19,TikTok,52,19
1000376,c1,19302,9740,10772,2020-01-03,Order,c9,Instagram,1,9
1000377,c17,16581,19564,5640,2020-12-18,Order,c51,Snapchat,17,51
1000378,c55,5331,10978,11045,2020-09-14,Order,c48,Snapchat,55,48
1000379,c54,10162,7639,19986,2020-11-07,Order,c1,TikTok,54,1
1000380,c19,15229,8310,7696,2020-12-02,Order,c44,Twitter,19,44
1000381,c38,2237,4652,19369,2020-01-23,Order,c32,Twitter,38,32
1000382,c31,11809,2154,5495,2020-12-18,Order,c36,Pinterest,31,36
1000383,c6,8604,17828,12560,2020-03-06,Order,c36,Youtube,6,36
1000384,c28,16551,2637,2441,2020-04-17,Order,c59,Instagram,28,59
1000385,c16,4436,5606,3002,2020-01-02,Order,c49,TikTok,16,49
1000386,c82,19844,9414,11271,2020-11-13,Order,c8,Twitter,82,8
1000387,c39,3416,15228,12491,2020-10-31,Order,c29,Twitter,39,29
1000388,c69,13158,17829,16681,2020-05-09,Order,c14,Instagram,69,14
1000389,c50,5286,6540,4674,2020-01-04,Order,c46,Youtube,50,46
1000390,c66,7256,11675,6234,2020-11-08,Order,c57,Twitter,66,57
1000391,c22,5390,17242,2350,2020-08-19,Order,c57,Pinterest,22,57
1000392,c17,6368,4383,3813,2020-05-04,Order,c60,Twitter,17,60
1000393,c12,2449,4615,1813,2020-03-16,Order,c52,Facebook,12,52
1000394,c27,3844,7196,16549,2020-09-14,Order,c67,Pinterest,27,67
1000395,c9,19442,6532,13008,2020-01-03,Order,c4,Facebook,9,4
1000396,c25,2663,13765,8224,2020-04-16,Order,c18,Instagram,25,18
1000397,c16,11729,5212,15694,2020-08-02,Order,c23,Pinterest,16,23
1000398,c33,14089,18621,11791,2020-05-11,Order,c65,TikTok,33,65
1000399,c21,11507,2787,18568,2020-02-26,Order,c28,Instagram,21,28
1000400,c26,8061,12742,12616,2020-02-28,Order,c57,Youtube,26,57
1000401,c68,1045,12893,1338,2020-06-17,Order,c59,Pinterest,68,59
1000402,c60,5814,10214,6598,2020-02-28,Order,c40,Twitter,60,40
1000403,c80,15423,10358,18999,2020-01-24,Order,c3,TikTok,80,3
1000404,c55,3188,6219,16093,2020-03-04,Order,c57,TikTok,55,57
1000405,c66,8339,15290,10447,2020-01-10,Order,c7,Facebook,66,7
1000406,c82,15855,12630,6398,2020-08-28,Order,c32,Facebook,82,32
1000407,c47,16085,5159,10791,2020-11-28,Order,c7,Instagram,47,7
1000408,c77,19949,14471,6267,2020-07-23,Order,c58,Facebook,77,58
1000409,c43,15311,1259,9108,2020-02-06,Order,c18,Instagram,43,18
1000410,c44,7036,8645,10958,2020-10-04,Order,c65,Twitter,44,65
1000411,c13,16801,12841,13745,2020-06-13,Order,c2,TikTok,13,2
1000412,c2,17199,3930,11032,2020-11-11,Order,c23,Snapchat,2,23
1000413,c56,5638,13819,19829,2020-01-22,Order,c21,Snapchat,56,21
1000414,c21,2837,13632,7216,2020-10-05,Order,c46,TikTok,21,46
1000415,c36,5091,10219,3994,2020-10-17,Order,c15,Twitter,36,15
1000416,c68,18807,6990,5982,2020-07-16,Order,c57,Twitter,68,57
1000417,c28,10852,8556,9541,2020-03-27,Order,c14,TikTok,28,14
1000418,c60,15228,11461,8160,2020-01-30,Order,c30,Instagram,60,30
1000419,c61,9781,10113,7998,2020-10-22,Order,c39,Pinterest,61,39
1000420,c71,14430,15246,2139,2020-09-30,Order,c62,Snapchat,71,62
1000421,c33,17252,8673,2577,2020-01-26,Order,c40,Youtube,33,40
1000422,c36,11581,11022,6300,2020-02-15,Order,c28,Pinterest,36,28
1000423,c54,14522,17622,18907,2020-03-14,Order,c3,Twitter,54,3
1000424,c85,19274,14281,3636,2020-08-30,Order,c36,Facebook,85,36
1000425,c88,15941,11923,15726,2020-10-18,Order,c16,Pinterest,88,16
1000426,c48,2506,16380,10082,2020-09-20,Order,c23,Pinterest,48,23
1000427,c6,9434,9893,19890,2020-02-23,Order,c10,Youtube,6,10
1000428,c92,11068,9322,6768,2020-09-02,Order,c44,Youtube,92,44
1000429,c32,17986,1376,18033,2020-06-01,Order,c1,Twitter,32,1
1000430,c74,17159,6784,16269,2020-06-06,Order,c22,Snapchat,74,22
1000431,c28,9729,2418,3392,2020-08-24,Order,c62,Snapchat,28,62
1000432,c16,11464,2205,18867,2020-04-03,Order,c61,Instagram,16,61
1000433,c93,15842,18014,2148,2020-09-07,Order,c34,Youtube,93,34
1000434,c90,4431,17808,17864,2020-10-01,Order,c17,TikTok,90,17
1000435,c47,11915,9508,13867,2020-02-19,Order,c50,TikTok,47,50
1000436,c21,10523,18856,16577,2020-05-20,Order,c62,Youtube,21,62
1000437,c8,4926,16920,19028,2020-10-15,Order,c55,Twitter,8,55
1000438,c63,18708,19879,4565,2020-12-14,Order,c52,Twitter,63,52
1000439,c16,12359,10525,17621,2020-07-31,Order,c54,Youtube,16,54
1000440,c66,4923,1768,8846,2020-10-14,Order,c53,TikTok,66,53
1000441,c91,3619,11195,10971,2020-07-20,Order,c57,Pinterest,91,57
1000442,c20,1488,8661,2522,2020-08-03,Order,c10,Snapchat,20,10
1000443,c34,17385,17170,6365,2020-08-15,Order,c11,Instagram,34,11
1000444,c38,1944,2883,3401,2020-10-18,Order,c18,Twitter,38,18
1000445,c29,18432,7425,12309,2020-10-19,Order,c35,Instagram,29,35
1000446,c73,19974,3544,18161,2020-09-12,Order,c67,Snapchat,73,67
1000447,c86,4326,14440,12744,2020-09-27,Order,c58,Instagram,86,58
1000448,c1,6242,7225,15853,2020-10-02,Order,c22,Snapchat,1,22
1000449,c26,10534,1110,1993,2020-03-14,Order,c51,Youtube,26,51
1000450,c29,13177,5075,5246,2020-04-05,Order,c61,Twitter,29,61
1000451,c8,7850,5534,3575,2020-03-27,Order,c40,Instagram,8,40
1000452,c7,17690,12733,1724,2020-07-24,Order,c13,Youtube,7,13
1000453,c69,2731,17006,2559,2020-05-01,Order,c36,Facebook,69,36
1000454,c51,16080,5531,13892,2020-05-17,Order,c41,TikTok,51,41
1000455,c24,2764,7796,3741,2020-02-16,Order,c5,Pinterest,24,5
1000456,c98,4132,10393,9697,2020-06-05,Order,c52,Instagram,98,52
1000457,c34,5478,8703,12761,2020-03-29,Order,c16,Facebook,34,16
1000458,c26,15177,16088,18114,2020-08-08,Order,c11,Facebook,26,11
1000459,c73,18356,5297,18704,2020-06-25,Order,c53,Pinterest,73,53
1000460,c87,13959,1218,7984,2020-10-28,Order,c66,TikTok,87,66
1000461,c3,4281,12307,8435,2020-10-29,Order,c27,Facebook,3,27
1000462,c24,11332,17030,12303,2020-11-15,Order,c2,TikTok,24,2
1000463,c21,19992,8037,4281,2020-12-18,Order,c35,Youtube,21,35
1000464,c36,7239,15243,13010,2020-07-10,Order,c32,Instagram,36,32
1000465,c2,3131,17627,8956,2020-01-20,Order,c53,Snapchat,2,53
1000466,c64,4972,1264,5425,2020-12-16,Order,c3,Pinterest,64,3
1000467,c85,4310,6057,2011,2020-04-29,Order,c18,Youtube,85,18
1000468,c13,11828,8258,17119,2020-11-22,Order,c14,TikTok,13,14
1000469,c73,2874,1122,9463,2020-04-11,Order,c32,Facebook,73,32
1000470,c12,5359,16781,1081,2020-12-18,Order,c13,Youtube,12,13
1000471,c15,13492,10048,1051,2020-06-03,Order,c19,TikTok,15,19
1000472,c99,12555,3007,3368,2020-01-19,Order,c63,Pinterest,99,63
1000473,c56,9947,7902,15488,2020-06-03,Order,c47,Snapchat,56,47
1000474,c79,14502,6446,3551,2020-08-01,Order,c20,Pinterest,79,20
1000475,c65,11770,1380,18484,2020-10-17,Order,c46,TikTok,65,46
1000476,c90,11926,16252,9224,2020-09-02,Order,c67,Youtube,90,67
1000477,c59,5199,12056,5286,2020-06-01,Order,c60,Pinterest,59,60
1000478,c47,15332,19555,18875,2020-06-08,Order,c7,Youtube,47,7
1000479,c54,8206,12130,10960,2020-05-11,Order,c43,TikTok,54,43
1000480,c27,3614,10324,15490,2020-04-30,Order,c14,Pinterest,27,14
1000481,c58,8151,6074,2335,2020-10-18,Order,c48,Snapchat,58,48
1000482,c13,1406,8777,10638,2020-03-09,Order,c6,Youtube,13,6
1000483,c61,11639,1825,16224,2020-10-21,Order,c29,Pinterest,61,29
1000484,c32,6213,8769,14149,2020-03-11,Order,c28,TikTok,32,28
1000485,c15,13320,15968,2259,2020-12-10,Order,c43,TikTok,15,43
1000486,c36,5746,15722,4011,2020-01-06,Order,c42,Twitter,36,42
1000487,c13,4513,3373,7707,2020-05-27,Order,c54,TikTok,13,54
1000488,c36,12713,2675,10974,2020-01-27,Order,c24,Pinterest,36,24
1000489,c25,9311,4832,3184,2020-09-19,Order,c46,Pinterest,25,46
1000490,c41,18970,5331,18791,2020-09-16,Order,c56,Instagram,41,56
1000491,c39,2910,4705,12879,2020-07-11,Order,c42,Youtube,39,42
1000492,c11,5314,12443,16158,2020-06-24,Order,c41,Twitter,11,41
1000493,c69,10940,2050,6112,2020-07-27,Order,c59,Instagram,69,59
1000494,c39,6620,1378,3220,2020-08-10,Order,c17,Pinterest,39,17
1000495,c43,16278,5763,6104,2020-09-02,Order,c35,Pinterest,43,35
1000496,c88,12569,4744,19828,2020-02-19,Order,c54,Instagram,88,54
1000497,c30,14884,14256,10407,2020-06-20,Order,c10,TikTok,30,10
1000498,c76,13460,15285,18828,2020-12-07,Order,c51,Facebook,76,51
1000499,c73,6552,13225,9342,2020-09-16,Order,c24,TikTok,73,24
1000500,c59,6391,18468,8432,2020-05-06,Order,c3,Youtube,59,3
1000501,c2,7102,16070,4836,2020-02-08,Order,c60,Youtube,2,60
1000502,c42,13515,11992,8535,2020-07-20,Order,c14,Youtube,42,14
1000503,c17,17676,17563,10970,2020-11-16,Order,c40,Facebook,17,40
1000504,c6,11713,10340,19771,2020-04-08,Order,c31,Facebook,6,31
1000505,c67,13292,4515,19182,2020-07-15,Order,c45,Pinterest,67,45
1000506,c17,19965,17308,4294,2020-08-13,Order,c3,TikTok,17,3
1000507,c57,12224,6340,7366,2020-05-02,Order,c25,Snapchat,57,25
1000508,c47,15679,17854,8111,2020-12-10,Order,c55,Twitter,47,55
1000509,c62,19092,7621,13589,2020-12-12,Order,c27,Youtube,62,27
1000510,c90,6632,17740,6428,2020-08-23,Order,c29,Youtube,90,29
1000511,c50,4113,2086,16637,2020-01-30,Order,c39,Youtube,50,39
1000512,c87,18649,18265,6327,2020-03-04,Order,c17,TikTok,87,17
1000513,c73,16198,18303,17544,2020-09-03,Order,c46,Facebook,73,46
1000514,c68,17947,9266,2951,2020-06-15,Order,c62,Snapchat,68,62
1000515,c76,6464,7152,17530,2020-07-12,Order,c44,Instagram,76,44
1000516,c17,9292,19336,5462,2020-04-05,Order,c44,Twitter,17,44
1000517,c63,9458,4148,13471,2020-11-12,Order,c9,Instagram,63,9
1000518,c28,3033,2637,5367,2020-10-08,Order,c54,Youtube,28,54
1000519,c97,17155,5247,16573,2020-04-17,Order,c69,Twitter,97,69
1000520,c34,13296,15267,2705,2020-07-25,Order,c2,Facebook,34,2
1000521,c56,10220,2321,13095,2020-07-10,Order,c48,Youtube,56,48
1000522,c22,18502,8563,9365,2020-05-18,Order,c55,Youtube,22,55
1000523,c63,19824,16445,8111,2020-07-16,Order,c7,Twitter,63,7
1000524,c7,10599,2791,6418,2020-08-21,Order,c21,Twitter,7,21
1000525,c54,14504,18154,6443,2020-07-04,Order,c56,TikTok,54,56
1000526,c12,6099,6268,17974,2020-06-03,Order,c22,Youtube,12,22
1000527,c81,8015,16472,2847,2020-09-02,Order,c20,Twitter,81,20
1000528,c45,12714,15348,6167,2020-09-21,Order,c2,Youtube,45,2
1000529,c72,19524,12576,12326,2020-09-06,Order,c54,Youtube,72,54
1000530,c1,7649,18718,1375,2020-06-29,Order,c68,Twitter,1,68
1000531,c42,9592,10420,15006,2020-10-12,Order,c70,Facebook,42,70
1000532,c25,7952,13261,5139,2020-05-09,Order,c28,Facebook,25,28
1000533,c68,8783,8973,1032,2020-03-14,Order,c15,TikTok,68,15
1000534,c83,1070,3302,14584,2020-08-27,Order,c59,Snapchat,83,59
1000535,c54,7304,7878,1618,2020-07-02,Order,c15,Youtube,54,15
1000536,c86,10674,5493,17546,2020-08-03,Order,c17,TikTok,86,17
1000537,c76,17168,6739,6102,2020-05-28,Order,c44,TikTok,76,44
1000538,c12,6239,12923,9595,2020-10-29,Order,c49,Twitter,12,49
1000539,c20,16402,5530,11241,2020-03-07,Order,c7,Snapchat,20,7
1000540,c20,15308,8978,19344,2020-08-09,Order,c26,Pinterest,20,26
1000541,c36,4265,16888,5064,2020-03-04,Order,c3,Facebook,36,3
1000542,c17,19874,16868,9029,2020-10-24,Order,c9,Pinterest,17,9
1000543,c94,15912,15021,12869,2020-07-27,Order,c3,Youtube,94,3
1000544,c39,2567,6552,11412,2020-07-27,Order,c34,Pinterest,39,34
1000545,c49,10710,3474,3055,2020-09-11,Order,c18,Pinterest,49,18
1000546,c33,5429,13451,14436,2020-07-19,Order,c51,TikTok,33,51
1000547,c74,3636,2257,4548,2020-06-22,Order,c40,Instagram,74,40
1000548,c52,3871,12670,8632,2020-08-03,Order,c44,TikTok,52,44
1000549,c7,11277,7209,14809,2020-12-23,Order,c70,Twitter,7,70
1000550,c35,16672,6981,8952,2020-08-07,Order,c44,TikTok,35,44
1000551,c3,17731,7454,5120,2020-09-18,Order,c8,Twitter,3,8
1000552,c93,3038,17133,15241,2020-05-06,Order,c8,Snapchat,93,8
1000553,c20,17840,9914,12852,2020-08-19,Order,c68,Twitter,20,68
1000554,c70,8920,17613,10530,2020-06-15,Order,c65,Twitter,70,65
1000555,c24,2782,9211,12757,2020-04-18,Order,c4,Pinterest,24,4
1000556,c83,8299,15923,11838,2020-06-17,Order,c28,Youtube,83,28
1000557,c34,8033,15277,17993,2020-04-29,Order,c66,Instagram,34,66
1000558,c15,6799,7522,1316,2020-03-14,Order,c44,TikTok,15,44
1000559,c41,18920,14723,17095,2020-03-01,Order,c12,Pinterest,41,12
1000560,c8,8493,4134,16453,2020-01-05,Order,c53,Snapchat,8,53
1000561,c82,4618,9098,12675,2020-02-29,Order,c35,Snapchat,82,35
1000562,c43,6538,11189,19547,2020-07-11,Order,c55,Youtube,43,55
1000563,c65,5799,13152,13307,2020-08-24,Order,c68,TikTok,65,68
1000564,c24,1840,19536,1276,2020-11-02,Order,c9,Youtube,24,9
1000565,c45,4065,1680,9103,2020-05-10,Order,c8,Pinterest,45,8
1000566,c51,14654,16330,7572,2020-02-05,Order,c36,Instagram,51,36
1000567,c85,10901,1804,4930,2020-08-23,Order,c6,Youtube,85,6
1000568,c44,5363,13970,17654,2020-09-10,Order,c16,TikTok,44,16
1000569,c5,5396,14453,17385,2020-05-23,Order,c37,Snapchat,5,37
1000570,c44,17719,11474,13598,2020-04-17,Order,c40,Facebook,44,40
1000571,c9,12341,6128,6719,2020-12-24,Order,c45,Facebook,9,45
1000572,c25,16795,8474,10562,2020-08-22,Order,c37,Youtube,25,37
1000573,c80,2709,7548,3341,2020-06-22,Order,c66,Twitter,80,66
1000574,c42,13034,11590,15836,2020-07-25,Order,c61,Pinterest,42,61
1000575,c32,4009,4070,4741,2020-11-15,Order,c24,TikTok,32,24
1000576,c11,8145,2157,12261,2020-10-12,Order,c61,TikTok,11,61
1000577,c18,16980,16368,14120,2020-09-06,Order,c39,Twitter,18,39
1000578,c38,11675,15284,11993,2020-12-27,Order,c11,Twitter,38,11
1000579,c92,7710,4385,1196,2020-10-21,Order,c21,Twitter,92,21
1000580,c67,9025,10342,8440,2020-05-07,Order,c19,Youtube,67,19
1000581,c52,1537,17542,11658,2020-10-22,Order,c9,Twitter,52,9
1000582,c97,14695,8142,16130,2020-08-08,Order,c61,Snapchat,97,61
1000583,c15,16331,11706,3059,2020-05-31,Order,c64,Facebook,15,64
1000584,c24,18851,12902,3320,2020-06-07,Order,c52,Instagram,24,52
1000585,c47,4038,15297,6552,2020-09-10,Order,c10,Twitter,47,10
1000586,c75,7340,19224,9009,2020-10-03,Order,c27,Snapchat,75,27
1000587,c35,10049,2426,19246,2020-05-16,Order,c16,Pinterest,35,16
1000588,c14,16072,19329,5413,2020-07-01,Order,c62,TikTok,14,62
1000589,c52,6649,10868,8840,2020-07-22,Order,c9,TikTok,52,9
1000590,c99,5724,5563,11992,2020-09-02,Order,c68,Snapchat,99,68
1000591,c27,15733,12509,6042,2020-09-13,Order,c65,Pinterest,27,65
1000592,c48,6793,14755,14548,2020-10-18,Order,c22,TikTok,48,22
1000593,c76,18765,6223,12647,2020-11-21,Order,c58,Snapchat,76,58
1000594,c13,19737,7109,18629,2020-11-07,Order,c50,Instagram,13,50
1000595,c59,6427,14371,4519,2020-05-09,Order,c43,Pinterest,59,43
1000596,c99,16400,8066,2473,2020-04-11,Order,c60,Youtube,99,60
1000597,c16,4942,12869,14176,2020-06-25,Order,c6,Youtube,16,6
1000598,c74,4899,2762,4474,2020-05-09,Order,c35,Instagram,74,35
1000599,c98,9765,7966,3551,2020-08-10,Order,c6,Pinterest,98,6
1000600,c55,3634,7238,14560,2020-03-26,Order,c30,Snapchat,55,30
1000601,c99,8924,8054,7018,2020-10-31,Order,c67,Snapchat,99,67
1000602,c44,17288,12119,8531,2020-11-04,Order,c6,Twitter,44,6
1000603,c89,8168,13161,16578,2020-06-13,Order,c41,Facebook,89,41
1000604,c11,6743,7441,4359,2020-04-22,Order,c39,Instagram,11,39
1000605,c78,8297,4756,6995,2020-05-22,Order,c38,Snapchat,78,38
1000606,c59,4220,4864,6274,2020-04-12,Order,c21,Facebook,59,21
1000607,c91,13361,17953,6351,2020-11-09,Order,c53,Facebook,91,53
1000608,c70,18904,18233,15039,2020-04-08,Order,c61,Snapchat,70,61
1000609,c26,4137,8712,6137,2020-10-24,Order,c20,Instagram,26,20
1000610,c61,14068,4561,3229,2020-01-19,Order,c45,Youtube,61,45
1000611,c92,6268,12009,12304,2020-05-23,Order,c47,Snapchat,92,47
1000612,c86,12130,16136,12975,2020-09-02,Order,c39,Pinterest,86,39
1000613,c62,9181,19356,8164,2020-04-08,Order,c66,TikTok,62,66
1000614,c48,8706,2202,10747,2020-02-27,Order,c56,Instagram,48,56
1000615,c6,1860,17495,18797,2020-01-29,Order,c33,Youtube,6,33
1000616,c63,9829,6986,9317,2020-07-04,Order,c66,Instagram,63,66
1000617,c65,14383,10691,11058,2020-05-07,Order,c3,Facebook,65,3
1000618,c33,12641,3435,8619,2020-09-19,Order,c41,TikTok,33,41
1000619,c85,16100,17017,3945,2020-05-14,Order,c24,Pinterest,85,24
1000620,c18,14122,12740,14001,2020-04-01,Order,c66,Pinterest,18,66
1000621,c78,18464,17815,5165,2020-08-24,Order,c26,Instagram,78,26
1000622,c36,19430,17573,19101,2020-04-01,Order,c33,Pinterest,36,33
1000623,c92,17099,9850,7413,2020-09-24,Order,c53,Snapchat,92,53
1000624,c31,8539,18009,14256,2020-10-09,Order,c46,TikTok,31,46
1000625,c79,8811,4134,6597,2020-06-13,Order,c36,Facebook,79,36
1000626,c58,4466,2926,10757,2020-05-15,Order,c68,Snapchat,58,68
1000627,c51,10018,16160,7487,2020-01-24,Order,c4,TikTok,51,4
1000628,c10,1248,5144,10318,2020-03-27,Order,c39,Snapchat,10,39
1000629,c23,19337,12744,6891,2020-11-11,Order,c65,Snapchat,23,65
1000630,c55,19402,4792,15709,2020-06-12,Order,c5,Twitter,55,5
1000631,c31,17829,3662,16124,2020-06-10,Order,c57,Twitter,31,57
1000632,c21,18582,19147,9493,2020-02-14,Order,c20,Instagram,21,20
1000633,c69,1248,7995,16918,2020-12-23,Order,c56,Instagram,69,56
1000634,c27,7860,19200,7080,2020-11-02,Order,c33,TikTok,27,33
1000635,c87,9354,10890,14206,2020-09-09,Order,c69,Snapchat,87,69
1000636,c10,15667,5993,8787,2020-10-21,Order,c65,Twitter,10,65
1000637,c82,9748,15393,12931,2020-01-10,Order,c25,TikTok,82,25
1000638,c96,1897,11569,9038,2020-11-07,Order,c50,Pinterest,96,50
1000639,c31,2790,17921,13834,2020-03-01,Order,c67,Twitter,31,67
1000640,c33,3366,13971,18113,2020-08-28,Order,c2,Instagram,33,2
1000641,c40,4335,11459,19911,2020-05-28,Order,c19,Pinterest,40,19
1000642,c70,14698,4779,11195,2020-05-03,Order,c28,Snapchat,70,28
1000643,c55,15438,9550,4550,2020-06-20,Order,c67,Youtube,55,67
1000644,c2,19706,14601,6688,2020-10-10,Order,c65,Instagram,2,65
1000645,c54,12133,12570,17813,2020-07-11,Order,c46,Twitter,54,46
1000646,c37,12738,6758,3345,2020-04-30,Order,c22,Facebook,37,22
1000647,c51,5767,18712,9635,2020-05-30,Order,c47,TikTok,51,47
1000648,c33,19186,9624,5485,2020-01-11,Order,c44,Snapchat,33,44
1000649,c73,4616,4706,13987,2020-06-13,Order,c35,Snapchat,73,35
1000650,c28,19876,5657,7671,2020-06-20,Order,c58,Instagram,28,58
1000651,c62,14843,12678,17386,2020-11-11,Order,c64,Youtube,62,64
1000652,c57,6313,13399,19308,2020-01-13,Order,c24,TikTok,57,24
1000653,c3,3587,11906,18465,2020-09-14,Order,c36,Snapchat,3,36
1000654,c83,6356,8265,1788,2020-11-05,Order,c48,Instagram,83,48
1000655,c24,5288,19523,7538,2020-05-31,Order,c65,TikTok,24,65
1000656,c90,17321,9815,5455,2020-10-04,Order,c44,Instagram,90,44
1000657,c48,15951,8602,12269,2020-05-21,Order,c28,Twitter,48,28
1000658,c63,17818,5961,1839,2020-12-13,Order,c61,Facebook,63,61
1000659,c29,14620,1544,19797,2020-12-14,Order,c12,Instagram,29,12
1000660,c41,6001,8823,19013,2020-02-27,Order,c18,Twitter,41,18
1000661,c6,19082,4414,10132,2020-11-16,Order,c9,Twitter,6,9
1000662,c66,3613,15024,7468,2020-01-16,Order,c70,TikTok,66,70
1000663,c39,17653,2567,19091,2020-04-11,Order,c5,Snapchat,39,5
1000664,c77,8918,12340,19245,2020-03-09,Order,c33,Snapchat,77,33
1000665,c97,18691,4458,5506,2020-07-11,Order,c58,TikTok,97,58
1000666,c53,8869,8851,10493,2020-10-19,Order,c16,TikTok,53,16
1000667,c23,6660,3822,5589,2020-08-20,Order,c47,Instagram,23,47
1000668,c28,4473,17882,3958,2020-02-26,Order,c22,Youtube,28,22
1000669,c70,6114,2693,12411,2020-08-29,Order,c35,Pinterest,70,35
1000670,c59,12379,18601,3478,2020-07-05,Order,c4,Facebook,59,4
1000671,c74,6958,1219,10930,2020-07-04,Order,c37,Twitter,74,37
1000672,c56,3323,17331,3185,2020-11-09,Order,c43,Instagram,56,43
1000673,c36,18912,4487,17403,2020-08-12,Order,c21,TikTok,36,21
1000674,c63,16626,13524,18772,2020-01-22,Order,c54,Instagram,63,54
1000675,c9,12801,3106,16856,2020-09-16,Order,c36,Pinterest,9,36
1000676,c53,3417,13887,18211,2020-10-17,Order,c49,Pinterest,53,49
1000677,c96,2719,7815,7562,2020-01-20,Order,c36,Twitter,96,36
1000678,c78,7959,18515,13542,2020-05-06,Order,c22,Instagram,78,22
1000679,c50,2409,14888,13829,2020-08-27,Order,c60,Twitter,50,60
1000680,c41,15694,17521,19886,2020-07-22,Order,c63,Facebook,41,63
1000681,c31,4416,13426,3002,2020-12-21,Order,c15,TikTok,31,15
1000682,c69,15176,9510,5305,2020-03-09,Order,c57,TikTok,69,57
1000683,c41,10396,4833,7149,2020-10-10,Order,c8,Twitter,41,8
1000684,c94,13446,1146,18129,2020-08-03,Order,c54,Facebook,94,54
1000685,c93,10551,8907,10559,2020-09-13,Order,c24,Pinterest,93,24
1000686,c40,2015,17712,4482,2020-02-08,Order,c33,TikTok,40,33
1000687,c17,17614,13243,5389,2020-01-17,Order,c26,Instagram,17,26
1000688,c38,4099,18093,19134,2020-11-14,Order,c2,Pinterest,38,2
1000689,c75,6444,18822,12055,2020-06-12,Order,c43,Snapchat,75,43
1000690,c36,3234,8655,10902,2020-05-11,Order,c18,Twitter,36,18
1000691,c98,8201,16726,13761,2020-11-18,Order,c35,Facebook,98,35
1000692,c7,6823,6360,2211,2020-04-23,Order,c41,TikTok,7,41
1000693,c90,15416,6194,5073,2020-06-05,Order,c67,Facebook,90,67
