id,name,price,wprice
1677,A Stack of Letters,22.25,16.6875
1678,A Letter to Grelin Whitebeard,87.6,65.7
1679,Diamond Hammer,3.5,2.625
1680,Anvilmar Knife,41.5,31.125
1681,Brashclaw's Chopper,59,44.25
1682,Brashclaw's Skewer,9,6.75
1683,Duskbringer,33.63,25.2225
1684,Jambiya,5.67,4.2525
1685,Poniard,6.9,5.175
1686,Kris,22.43,16.8225
1687,Craftsman's Dagger,0.43,0.3225
1688,The Collector's Schedule,36.5,27.375
1689,Militia Dagger,30.8,23.1
1690,Sharp Kitchen Knife,10.67,8.0025
1691,Ogremage Staff,84.4,63.3
1692,Heavy Ogre War Axe,9.5,7.125
1693,Gloves of Brawn,45.1,33.825
1694,Inferno Robe,11.4,8.55
1695,Dark Runner Boots,48,36
1696,Shadow Weaver Leggings,201.5,151.125
1697,Nightwalker Armor,79.25,59.4375
1698,Brackclaw,205,153.75
1699,Blackfang,76.17,57.1275
1700,Patched Pants,95.8,71.85
1701,Urchin's Pants,44.25,33.1875
1702,The Collector's Ring,58.71,44.0325
1703,Rugged Cape,43.25,32.4375
1704,Desperado Cape,8,6
1705,Hand of Edward the Odd,105.25,78.9375
1706,Krol Blade,50.29,37.7175
1707,Helm of Narv,50.5,37.875
1708,Myrmidon's Signet,27,20.25
1709,Militia Buckler,53.56,40.17
1710,Dusky Crab Cakes,42.6,31.95
1711,Gooey Spider Leg,70.57,52.9275
1712,Miscellaneous Goblin Supplies,11.1,8.325
1713,Icepane Warhammer,32.43,24.3225
1714,Skeletal Club,160,120
1715,Frostmane Staff,37.33,27.9975
1716,Frostmane Shortsword,68,51
1717,Frostmane Club,58.57,43.9275
1718,Frostmane Hand Axe,7.9,5.925
1719,Mark of Kern,46.71,35.0325
1720,Phytoblade,45.78,34.335
1721,Mantle of Thieves,57.25,42.9375
1722,Stonesplinter Axe,32.7,24.525
1723,Stonesplinter Dagger,27.89,20.9175
1724,Stonesplinter Mace,14.5,10.875
1725,Stonesplinter Blade,31.89,23.9175
1726,Staff of the Blessed Seer,151.67,113.7525
1727,Guerrilla Armor,22,16.5
1728,Sapper's Gloves,78.33,58.7475
1729,Deprecated Sentinel Coif,456,342
1730,Swampwalker Boots,30.78,23.085
1731,Necromancer Leggings,41.75,31.3125
1732,Forest Tracker Epaulets,18.17,13.6275
1733,Kam's Walking Stick,3.71,2.7825
1734,Rodentia Flint Axe,194,145.5
1735,Rodentia Shortsword,27.33,20.4975
1736,Rat Cloth Belt,206.5,154.875
1737,Rat Cloth Cloak,47.43,35.5725
1738,Haunch of Meat,0.9,0.675
1739,Conjured Fresh Water,16.67,12.5025
1740,Scroll of Strength II,48.5,36.375
1741,Scroll of Intellect II,26.7,20.025
1742,Kang the Decapitator,78.6,58.95
1743,Necrology Robes,13.71,10.2825
1744,Burning War Axe,17.5,13.125
1745,Embossed Leather Vest,162,121.5
1746,Handstitched Leather Boots,41.25,30.9375
1747,Handstitched Leather Pants,23.8,17.85
1748,Light Armor Kit,33.43,25.0725
1749,Fine Leather Boots,122.25,91.6875
1750,Fine Leather Cloak,57.38,43.035
1751,Embossed Leather Boots,21.38,16.035
1752,Embossed Leather Cloak,3.67,2.7525
1753,White Leather Jerkin,52.33,39.2475
1754,Fine Leather Gloves,106.33,79.7475
1755,Medium Armor Kit,11,8.25
1756,Toughened Leather Armor,4.56,3.42
1757,Dark Leather Boots,106,79.5
1758,Dark Leather Cloak,7,5.25
1759,Dark Leather Tunic,40,30
1760,Light Leather,9,6.75
1761,Medium Leather,24.75,18.5625
1762,Coarse Thread,12.75,9.5625
1763,Fine Thread,159.67,119.7525
1764,Bleach,68.83,51.6225
1765,Black Dye,78.17,58.6275
1766,Ivy-Weave Bracers,90.6,67.95
1767,Sturdy Leather Bracers,47.88,35.91
1768,Battleworn Hammer,38.67,29.0025
1769,Worn Wooden Shield,21.57,16.1775
1770,Woven Vest,67.25,50.4375
1771,Woven Pants,36.9,27.675
1772,Woven Boots,39,29.25
1773,Woven Gloves,47,35.25
1774,Battered Leather Harness,49.43,37.0725
1775,Battered Leather Belt,7.75,5.8125
1776,Battered Leather Pants,0.78,0.585
1777,Battered Leather Boots,66.29,49.7175
1778,Battered Leather Bracers,128.33,96.2475
1779,Battered Leather Gloves,219.5,164.625
1780,Worn Heater Shield,3.14,2.355
1781,Round Buckler,401,300.75
1782,Skeleton Finger,63,47.25
1783,Tarnished Chain Vest,129,96.75
1784,Tarnished Chain Belt,0.75,0.5625
1785,Tarnished Chain Leggings,31.13,23.3475
1786,The Embalmer's Heart,11.67,8.7525
1787,Tarnished Chain Boots,32.57,24.4275
1788,Tarnished Chain Bracers,198,148.5
1789,Tarnished Chain Gloves,24.17,18.1275
1790,Rusted Chain Vest,52.43,39.3225
1791,Rusted Chain Belt,81.4,61.05
1792,Rusted Chain Leggings,72,54
1793,Rusted Chain Boots,9.33,6.9975
1794,Rusted Chain Bracers,32.2,24.15
1795,Rusted Chain Gloves,32.5,24.375
1796,Light Mail Armor,34,25.5
1797,Light Mail Belt,124.33,93.2475
1798,Light Mail Leggings,41.7,31.275
1799,Light Mail Boots,0.5,0.375
1800,Light Mail Bracers,16.5,12.375
1801,Light Mail Gloves,50.83,38.1225
1802,Light Chain Armor,80.17,60.1275
1803,Light Chain Belt,33.56,25.17
1804,Light Chain Leggings,87.5,65.625
1805,Light Chain Boots,50.67,38.0025
1806,Light Chain Bracers,66.83,50.1225
1807,Light Chain Gloves,63,47.25
1808,Pattern: Fine Leather Boots,106.25,79.6875
1809,Pattern: White Leather Jerkin,33.29,24.9675
1810,Pattern: Fine Leather Gloves,120.5,90.375
1811,Pattern: Dark Leather Tunic,186,139.5
1812,Black Stallion Bridle,12.67,9.5025
1813,Pinto Bridle,359,269.25
1814,Augmented Chain Vest,53.86,40.395
1815,Augmented Chain Leggings,153,114.75
1816,Augmented Chain Belt,40.3,30.225
1817,Augmented Chain Boots,25,18.75
1818,Augmented Chain Bracers,45,33.75
1819,Augmented Chain Gloves,120.25,90.1875
1820,Brigandine Vest,61,45.75
1821,Brigandine Belt,136.67,102.5025
1822,Brigandine Leggings,31.67,23.7525
1823,Brigandine Boots,53.86,40.395
1824,Brigandine Bracers,4.17,3.1275
1825,Brigandine Gloves,62.38,46.785
1826,Russet Vest,30.8,23.1
1827,Russet Pants,299,224.25
1828,Russet Boots,316,237
1829,Russet Gloves,100.5,75.375
1830,Embroidered Armor,57.71,43.2825
1831,Embroidered Pants,45.6,34.2
1832,Embroidered Boots,46,34.5
1833,Embroidered Gloves,210.5,157.875
1834,Ringed Buckler,18,13.5
1835,Reinforced Targe,51.11,38.3325
1836,Metal Buckler,38.25,28.6875
1837,Rusted Buckler,75.25,56.4375
1838,Large Metal Shield,91.2,68.4
1839,Kite Shield,13.2,9.9
1840,Peacebloom,23.5,17.625
1841,Heavy Pavise,77.67,58.2525
1842,Earthroot,48.33,36.2475
1843,Briarthorn,0.43,0.3225
1844,Crested Heater Shield,66,49.5
1845,Swiftthistle,4.5,3.375
1846,Bruiseweed,149.67,112.2525
1847,Elixir of Lion's Strength,18.4,13.8
1848,Minor Mana Potion,403,302.25
1849,Minor Rejuvenation Potion,44.63,33.4725
1850,Elixir of Minor Agility,213,159.75
1851,Elixir of Minor Fortitude,33.4,25.05
1852,Swiftness Potion,17.33,12.9975
1853,Elixir of Tongues (NYI),126.33,94.7475
1854,Studded Doublet,73.17,54.8775
1855,Studded Belt,41.67,31.2525
1856,Studded Pants,9.2,6.9
1857,Skullsplitter Fetish,27.2,20.4
1858,Studded Boots,69.14,51.855
1859,Studded Bracers,104.33,78.2475
1860,Studded Gloves,47.56,35.67
1861,Reinforced Leather Vest,400,300
1862,Reinforced Leather Belt,354,265.5
1863,Reinforced Leather Pants,100.33,75.2475
1864,Reinforced Leather Boots,41.63,31.2225
1865,Reinforced Leather Bracers,68.4,51.3
1866,Reinforced Leather Gloves,50,37.5
1867,Chilled Basilisk Haunch,5.8,4.35
1868,Ravager's Skull,37.43,28.0725
1869,Broad Axe,5.2,3.9
1870,Large Club,56.2,42.15
1871,Peon Sword,116,87
1872,Inferior Tomahawk,177,132.75
1873,Rough Broad Axe,101,75.75
1874,Small Knife,23.4,17.55
1875,Splintered Board,81.83,61.3725
1876,Large Stone Mace,141.5,106.125
1877,Acolyte Staff,2.67,2.0025
1878,Gladius,11.71,8.7825
1879,Two-Handed Sword,492,369
1880,Tomahawk,19.67,14.7525
1881,Large Axe,51.2,38.4
1882,Cudgel,362,271.5
1883,Wooden Mallet,85.75,64.3125
1884,Stiletto,94,70.5
1885,Walking Stick,5.56,4.17
1886,Raider Shortsword,82,61.5
1887,Rusted Claymore,40.13,30.0975
1888,Small Tomahawk,62.38,46.785
1889,Double-Bladed Axe,40.8,30.6
1890,Light Hammer,20.1,15.075
1891,Wooden Warhammer,49.67,37.2525
1892,Scuffed Dagger,45.4,34.05
1893,Adept Short Staff,9.75,7.3125
1894,Worn Shortbow,19.2,14.4
1895,Polished Shortbow,43,32.25
1896,Hornwood Recurve Bow,165.33,123.9975
1897,Laminated Recurve Bow,5.8,4.35
1898,Old Blunderbuss,15.7,11.775
1899,Ornate Blunderbuss,7.5,5.625
1900,Solid Blunderbuss,13.33,9.9975
1901,Hunter's Boomstick,115,86.25
1902,Broadsword,80.2,60.15
1903,Flamberge,34.9,26.175
1904,Crescent Axe,6,4.5
1905,Bullova,86.5,64.875
1906,Truncheon,57.75,43.3125
1907,War Hammer,40.2,30.15
1908,Main Gauche,41.67,31.2525
1909,Battle Staff,62,46.5
1910,Falchion,19.25,14.4375
1911,Zweihander,4.5,3.375
1912,Francisca,471,353.25
1913,Great Axe,13.6,10.2
1914,Morning Star,10.7,8.025
1915,War Maul,59.5,44.625
1916,Rondel,64.4,48.3
1917,War Staff,10,7.5
1918,Trogg Stone Tooth,61.25,45.9375
1919,Malleable Chain Leggings,25.78,19.335
1920,Royal Frostmane Girdle,83,62.25
1921,Boar Handler Gloves,177,132.75
1922,Barrel of Barleybrew Scalder,68.67,51.5025
1923,Staff of the Shade,43.14,32.355
1924,Recipe: Elixir of Minor Agility,301,225.75
1925,Recipe: Swiftness Potion,299,224.25
1926,Jitters' Completed Journal,36.3,27.225
1927,Chok'sul's Head,19.25,14.4375
1928,Bouquet of Scarlet Begonias,53.6,40.2
1929,Strange Smelling Powder,311,233.25
1930,Elven Spirit Claws,37.88,28.41
1931,Rod of Molten Fire,53.71,40.2825
1932,Sacrificial Robes,35.5,26.625
1933,Evocator's Blade,48.57,36.4275
1934,Brown Linen Vest,33,24.75
1935,Linen Boots,58.83,44.1225
1936,Linen Cloak,13.22,9.915
1937,Viny Wrappings,66.43,49.8225
1938,Red Linen Robe,97.5,73.125
1939,Red Linen Shirt,48.67,36.5025
1940,White Linen Shirt,24.17,18.1275
1941,Blue Linen Shirt,103.25,77.4375
1942,Barbaric Linen Vest,52.86,39.645
1943,Green Linen Shirt,34.9,26.175
1944,Reinforced Linen Cape,113.75,85.3125
1945,Heavy Linen Bandage,72.8,54.6
1946,Green Woolen Vest,56,42
1947,Woolen Boots,0.2,0.15
1948,Woolen Cape,14,10.5
1949,Gray Woolen Robe,45,33.75
1950,Gamemaster's Robe,7.57,5.6775
1951,Gray Woolen Shirt,37.13,27.8475
1952,Deprecated Red Leather Mask,55.8,41.85
1953,Linen Cloth,32.71,24.5325
1954,Wool Cloth,154.67,116.0025
1955,Flask of Stormwind Tawny,26.11,19.5825
1956,Flagon of Dwarven Mead,51.88,38.91
1957,Jug of Badlands Bourbon,50.14,37.605
1958,Skin of Dwarven Stout,19.8,14.85
1959,Pattern: Red Linen Robe,29.57,22.1775
1960,Deprecated Pattern: Forest Silk Gloves,41.89,31.4175
1961,Pattern: Gray Woolen Robe,57.83,43.3725
1962,Red Dye,65,48.75
1963,Green Dye,89.67,67.2525
1964,Lurker Venom,72.33,54.2475
1965,Mo'grosh Crystal,55.8,41.85
1966,Disarming Colloid,50.2,37.65
1967,Disarming Mixture,116.25,87.1875
1968,Crude Flint,1.1,0.825
1969,Plain Robe,25,18.75
1970,Double-Stitched Robes,43.5,32.625
1971,Robe of Apprenticeship,31.78,23.835
1972,Chromatic Robe,3.75,2.8125
1973,Shimmering Silk Robes,462,346.5
1974,Burning Robes,111.25,83.4375
1975,Silver Dress Robes,4.75,3.5625
1976,Grelin's Report,3,2.25
1977,Augural Shroud,49.25,36.9375
1978,Cowl of Necromancy,13.5,10.125
1979,Nimar's Tribal Headdress,63,47.25
1980,Holy Diadem,26.6,19.95
1981,Thinking Cap,51.56,38.67
1982,Menethil Statuette,26.38,19.785
1983,Senir's Report,124,93
1984,Intrepid Strongbox Key,70.57,52.9275
1985,Curved Dagger,73.5,55.125
1986,Jungle Remedy,141,105.75
1987,Venom Fern Extract,72,54
1988,Carved Stone Idol,1.78,1.335
1989,Ironband's Progress Report,2,1.5
1990,Deprecated Ironband's Powder Approval,28.5,21.375
1991,Merrin's Letter,50,37.5
1992,Miners' Gear,58,43.5
1993,Red Leather Bag,84.75,63.5625
1994,Ados Fragment,12.71,9.5325
1995,Modr Fragment,28.5,21.375
1996,Golm Fragment,400,300
1997,Neru Fragment,49.56,37.17
1998,Ribbly's Quiver,34.3,25.725
1999,Ribbly's Bandolier,100.67,75.5025
2000,Spinner Fang,45.3,33.975
2001,Stormwind Seasoning Herbs,73.33,54.9975
2002,Barrel of Thunder Ale,102.33,76.7475
2003,MacGrann's Dried Meats,52,39
2004,Threshadon Tooth,495,371.25
2005,Wendigo Mane,5.67,4.2525
2006,Stringy Wolf Meat,10,7.5
2007,Coyote Meat,86.2,64.65
2008,Crawler Meat,52.44,39.33
2009,Crawler Claw,9.78,7.335
2010,Shimmerweed,54.78,41.085
2011,Boar Ribs,139,104.25
2012,Mild Spices,14.22,10.665
2013,Charred Wolf Meat,237.5,178.125
2014,Spiced Wolf Meat,453,339.75
2015,Roasted Boar Meat,154.5,115.875
2016,Cooked Crab Claw,2.25,1.6875
2017,Crab Cake,165.33,123.9975
2018,Coyote Steak,137,102.75
2019,Succulent Pork Ribs,87,65.25
2020,Thunder Ale,117.25,87.9375
2021,Dry Pork Ribs,6.44,4.83
2022,Latched Belt,14.2,10.65
2023,Outfitter Boots,31.67,23.7525
2024,Settler's Leggings,7.13,5.3475
2025,Cask of Evershine,4.33,3.2475
2026,Recipe: Goretusk Liver Pie,433,324.75
2027,Recipe: Cooked Crab Claw,66.5,49.875
2028,Recipe: Redridge Goulash,50.57,37.9275
2029,Recipe: Succulent Pork Ribs,162.5,121.875
2030,Recipe: Seasoned Wolf Kabob,46,34.5
2031,Lightforge Ingot,233,174.75
2032,Crate of Lightforge Ingots,6.5,4.875
2033,"Ol' Sooty's Head",90,67.5
2034,Muddy Note,403,302.25
2035,Holy Shroud,40.33,30.2475
2036,Wine Ticket,4.1,3.075
2037,Bottle of Dalaran Noir,41.8,31.35
2038,Cloth Request,15.33,11.4975
2039,Green Hills of Stranglethorn - Page 1,88.5,66.375
2040,Green Hills of Stranglethorn - Page 4,38.33,28.7475
2041,Green Hills of Stranglethorn - Page 6,1.67,1.2525
2042,Green Hills of Stranglethorn - Page 8,69,51.75
2043,Green Hills of Stranglethorn - Page 10,29,21.75
2044,Green Hills of Stranglethorn - Page 11,44,33
2045,Green Hills of Stranglethorn - Page 14,65,48.75
2046,Green Hills of Stranglethorn - Page 16,37.33,27.9975
2047,Green Hills of Stranglethorn - Page 18,38.57,28.9275
2048,Green Hills of Stranglethorn - Page 20,18.17,13.6275
2049,Green Hills of Stranglethorn - Page 21,31.3,23.475
2050,Green Hills of Stranglethorn - Page 24,101,75.75
2051,Green Hills of Stranglethorn - Page 25,72.2,54.15
2052,Green Hills of Stranglethorn - Page 26,53,39.75
2053,Green Hills of Stranglethorn - Page 27,94.4,70.8
2054,Tarnished Bastard Sword,31.63,23.7225
2055,Green Hills of Stranglethorn,24,18
2056,Green Hills of Stranglethorn - Chapter I,77.5,58.125
2057,Green Hills of Stranglethorn - Chapter II,85.25,63.9375
2058,Green Hills of Stranglethorn - Chapter III,2.67,2.0025
2059,Green Hills of Stranglethorn - Chapter IV,15.6,11.7
2060,Thurman's Sewing Kit,39,29.25
2061,Copper Ore,188,141
2062,Tin Ore,14.8,11.1
2063,Iron Ore,24.67,18.5025
2064,Silver Ore,23.11,17.3325
2065,Gold Ore,22.9,17.175
2066,Tear of Tilloa,7.4,5.55
2067,Musquash Root,44.2,33.15
2068,Trogg Dagger,23.5,17.625
2069,Black Claw Stout,41,30.75
2070,An Old History Book,17.33,12.9975
2071,Book: Stresses of Iron,119.5,89.625
2072,Heart of Mokk,111.75,83.8125
2073,Rethban Ore,104,78
2074,Gorilla Fang,86,64.5
2075,Black Velvet Robes,50.38,37.785
2076,Blade of Hanna,2.67,2.0025
2077,Blazing Emblem,51.88,38.91
2078,Yeti Fur Cloak,9.86,7.395
2079,Package for Stormpike,152,114
2080,Guillotine Axe,154.33,115.7475
2081,Torch of Flame,13.13,9.8475
2082,Curve-Bladed Ripper,85.8,64.35
2083,Death Speaker Scepter,1.67,1.2525
2084,Hard Leather Tunic,42,31.5
2085,Stretched Leather Trousers,12.86,9.645
2086,Cross Dagger,186,139.5
2087,Nifty Stopwatch,166,124.5
2088,Mo'grosh Masher,15.5,11.625
2089,Mo'grosh Toothpick,25.6,19.2
2090,Mo'grosh Can Opener,16.7,12.525
2091,Hurricane,23,17.25
2092,Bow of Searing Arrows,71.5,53.625
2093,Nissa's Remains,9.6,7.2
2094,Gregor's Remains,33.86,25.395
2095,Thurman's Remains,32.3,24.225
2096,Devlin's Remains,16.29,12.2175
2097,Verna's Westfall Stew Recipe,3.7,2.775
2098,The Lich's Spellbook,102,76.5
2099,Embalming Ichor,24.29,18.2175
2100,Rough Stone,175.5,131.625
2101,Coarse Stone,188,141
2102,Thurman's Letter,26.75,20.0625
2103,Heavy Stone,111,83.25
2104,A Letter to Yvette,7,5.25
2105,Copper Bar,43.43,32.5725
2106,Bronze Bar,45.78,34.335
2107,Silver Bar,116,87
2108,Dirty Knucklebones,46.5,34.875
2109,Copper Mace,2.5,1.875
2110,Copper Axe,44.44,33.33
2111,Tirisfal Pumpkin,34,25.5
2112,Copper Shortsword,48.8,36.6
2113,Bronze Mace,55.5,41.625
2114,Bronze Axe,54.13,40.5975
2115,Bronze Shortsword,59.88,44.91
2116,Copper Chain Belt,22,16.5
2117,Copper Chain Pants,6.5,4.875
2118,Copper Bracers,37.78,28.335
2119,Runed Copper Bracers,141,105.75
2120,Putrid Claw,3.14,2.355
2121,Iron Pike,31.2,23.4
2122,Runed Copper Belt,59,44.25
2123,Darkhound Blood,49.57,37.1775
2124,Vile Fin Scale,23,17.25
2125,Rough Sharpening Stone,13.88,10.41
2126,Coarse Sharpening Stone,95,71.25
2127,Runed Copper Breastplate,33.33,24.9975
2128,Rough Bronze Leggings,22.8,17.1
2129,Rough Bronze Cuirass,46.4,34.8
2130,Rough Bronze Bracers,55,41.25
2131,Patterned Bronze Bracers,214,160.5
2132,Silvered Bronze Breastplate,99.8,74.85
2133,Shining Silver Breastplate,49.43,37.0725
2134,Heavy Sharpening Stone,48.29,36.2175
2135,Vicious Night Web Spider Venom,18.4,13.8
2136,[DEPRECATED] An Unsent Letter,115,86.25
2137,Scarlet Insignia Ring,8.14,6.105
2138,Duskbat Pelt,54.67,41.0025
2139,Combatant Claymore,15.44,11.58
2140,Bearded Boneaxe,31.13,23.3475
2141,Antipodean Rod,228,171
2142,Weak Flux,16,12
2143,Plans: Runed Copper Breastplate,172.5,129.375
2144,Plans: Silvered Bronze Shoulders,1.43,1.0725
2145,Plans: Deadly Bronze Poniard,103.25,77.4375
2146,Scarlet Crusade Documents,1.13,0.8475
2147,Crag Boar Rib,51.33,38.4975
2148,Beer Basted Boar Ribs,40,30
2149,Recipe: Beer Basted Boar Ribs,92.6,69.45
2150,Letter to the City Architect,16,12
2151,Rhapsody Malt,67.71,50.7825
2152,Mountaineer Chestpiece,282,211.5
2153,Wendigo Collar,71.5,53.625
2154,Stone Buckler,314,235.5
2155,Mining Pick,61.88,46.41
2156,Cloak of the Faith,126,94.5
2157,Daryl's Hunting Bow,74.5,55.875
2158,Daryl's Hunting Rifle,64.83,48.6225
2159,Goat Fur Cloak,62,46.5
2160,Darkshire Mail Leggings,29.5,22.125
2161,Dwarven Tree Chopper,4.71,3.5325
2162,Thornblade,167,125.25
2163,Red Wool Bandana,21.67,16.2525
2164,Gold Militia Boots,48.5,36.375
2165,Keller's Girdle,26.5,19.875
2166,Claw of the Shadowmancer,17.5,13.125
2167,Silk Mantle of Gamn,153.67,115.2525
2168,Taran Icebreaker,107,80.25
2169,Gold Lion Shield,51,38.25
2170,Tranquil Ring,19.89,14.9175
2171,Crocolisk Meat,76.33,57.2475
2172,Crocolisk Skin,46.75,35.0625
2173,Head of Bazil Thredd,468,351
2174,Creeping Torment,13.78,10.335
2175,Seal of Wrynn,79.25,59.4375
2176,Ruined Leather Scraps,4.1,3.075
2177,Frenzy Blood,12.25,9.1875
2178,Prison Shank,13,9.75
2179,Iron Knuckles,14.2,10.65
2180,Eye of Paleth,77.33,57.9975
2181,Cursed Eye of Paleth,3.78,2.835
2182,Broken Balanced Throwing Dagger,5.56,4.17
2183,Broken Small Throwing Knife,12.38,9.285
2184,Mariner Boots,73.5,55.125
2185,Icicle Rod,61.25,45.9375
2186,Ring of the Underwood,5,3.75
2187,Watch Master's Cloak,387,290.25
2188,Night Watch Pantaloons,126.67,95.0025
2189,First Mate Hat,31.9,23.925
2190,Report on the Defias Brotherhood,0.5,0.375
2191,Journeyman's Vest,26.78,20.085
2192,Journeyman's Pants,45.63,34.2225
2193,Journeyman's Boots,95,71.25
2194,Journeyman's Gloves,48,36
2195,Burnt Leather Vest,3.4,2.55
2196,Burnt Leather Breeches,71,53.25
2197,Burnt Leather Boots,42.5,31.875
2198,Burnt Leather Gloves,123,92.25
2199,Warrior's Tunic,163,122.25
2200,Warrior's Pants,85.5,64.125
2201,Warrior's Boots,23.75,17.8125
2202,Warrior's Gloves,26.7,20.025
2203,Spellbinder Vest,16,12
2204,Spellbinder Pants,85.2,63.9
2205,Spellbinder Boots,16.5,12.375
2206,Spellbinder Gloves,2.25,1.6875
2207,Hunting Tunic,66,49.5
2208,Hunting Pants,66.6,49.95
2209,Hunting Boots,21.44,16.08
2210,Hunting Gloves,67.5,50.625
2211,Veteran Armor,47.11,35.3325
2212,Veteran Leggings,4.8,3.6
2213,Veteran Boots,4.7,3.525
2214,Veteran Gloves,85.75,64.3125
2215,Seer's Robe,1.5,1.125
2216,Seer's Pants,22.6,16.95
2217,Seer's Boots,57.33,42.9975
2218,Seer's Gloves,11.67,8.7525
2219,Inscribed Leather Breastplate,12.3,9.225
2220,Inscribed Leather Pants,15.2,11.4
2221,Inscribed Leather Boots,69.17,51.8775
2222,Inscribed Leather Gloves,41.6,31.2
2223,Burnished Tunic,92.4,69.3
2224,Burnished Leggings,33.43,25.0725
2225,Burnished Boots,16.29,12.2175
2226,Burnished Gloves,38.88,29.16
2227,Bolt of Linen Cloth,46.3,34.725
2228,Bolt of Woolen Cloth,16,12
2229,A Simple Compass,67.33,50.4975
2230,Steelgrill's Tools,152.67,114.5025
2231,Brood Mother Carapace,62.4,46.8
2232,Wendigo Fur Cloak,12.57,9.4275
2233,Feathered Headdress,15.88,11.91
2234,Scroll of Agility,66.33,49.7475
2235,Scroll of Protection,38.5,28.875
2236,Battleworn Axe,103,77.25
2237,Gunther's Spellbook,12,9
2238,Sevren's Orders,69.17,51.8775
2239,Hide of Lupos,89.4,67.05
2240,Noble's Robe,13.63,10.2225
2241,Enduring Cap,32.9,24.675
2242,Ranger Bow,266,199.5
2243,Bluegill Breeches,108.5,81.375
2244,Large Bore Blunderbuss,2.2,1.65
2245,BKP 2700 Enforcer,61.17,45.8775
2246,BKP 42 Ultra,47.22,35.415
2247,Reinforced Bow,33.4,25.05
2248,Heavy Recurve Bow,97.75,73.3125
2249,Depricated Razor Arrow,113.67,85.2525
2250,Laced Pumpkin,30.3,22.725
2251,Heavy Shortbow,52.57,39.4275
2252,Whipwood Recurve Bow,245,183.75
2253,Short Ash Bow,57.25,42.9375
2254,Hunter's Muzzle Loader,53,39.75
2255,Mage-Eye Blunderbuss,41.44,31.08
2256,BKP Sparrow Smallbore,7.2,5.4
2257,Lambent Scale Boots,170,127.5
2258,Lambent Scale Gloves,78.2,58.65
2259,Lambent Scale Legguards,35.25,26.4375
2260,Lambent Scale Breastplate,31.83,23.8725
2261,Humbert's Chestpiece,99.5,74.625
